narration_id,participant_id,video_id,start_frame,stop_frame,event_start_frame,time_to_event_frames,time_to_event_sec,start_timestamp,stop_timestamp,event_start_timestamp,cross,cross_class,look,look_class,action,action_class,designated_class,intersection_class,signalized_class,crossing_point,crossing,exp_start_point
video_0078_0_78_409_obs6,0_78_409,video_0078,195,209,299,90,3.0,00:06.5,00:07.0,00:10.0,,0,,-1,,-1,,,,,,
video_0078_0_78_410b_obs0,0_78_410b,video_0078,20,34,64,30,1.0,00:00.7,00:01.1,00:02.1,0.0,0,0.0,0,0.0,0,0.0,1.0,0.0,64.0,1.0,
video_0078_0_78_410b_obs1,0_78_410b,video_0078,10,24,64,40,1.3333333333333333,00:00.3,00:00.8,00:02.1,0.0,0,0.0,0,0.0,0,0.0,1.0,0.0,64.0,1.0,
video_0078_0_78_410b_obs2,0_78_410b,video_0078,0,14,64,50,1.6666666666666667,00:00.0,00:00.5,00:02.1,0.0,0,0.0,0,0.0,0,0.0,1.0,0.0,64.0,1.0,
video_0078_0_78_411_obs0,0_78_411,video_0078,21,35,65,30,1.0,00:00.7,00:01.2,00:02.2,,0,,-1,,-1,,,,,,
video_0078_0_78_411_obs1,0_78_411,video_0078,11,25,65,40,1.3333333333333333,00:00.4,00:00.8,00:02.2,,0,,-1,,-1,,,,,,
video_0078_0_78_411_obs2,0_78_411,video_0078,1,15,65,50,1.6666666666666667,00:00.0,00:00.5,00:02.2,,0,,-1,,-1,,,,,,
video_0078_0_78_412_obs0,0_78_412,video_0078,255,269,299,30,1.0,00:08.5,00:09.0,00:10.0,,0,,-1,,-1,,,,,,
video_0078_0_78_412_obs1,0_78_412,video_0078,245,259,299,40,1.3333333333333333,00:08.2,00:08.6,00:10.0,,0,,-1,,-1,,,,,,
video_0078_0_78_412_obs2,0_78_412,video_0078,235,249,299,50,1.6666666666666667,00:07.8,00:08.3,00:10.0,,0,,-1,,-1,,,,,,
video_0078_0_78_412_obs3,0_78_412,video_0078,225,239,299,60,2.0,00:07.5,00:08.0,00:10.0,,0,,-1,,-1,,,,,,
video_0078_0_78_412_obs4,0_78_412,video_0078,215,229,299,70,2.333333333333333,00:07.2,00:07.6,00:10.0,,0,,-1,,-1,,,,,,
video_0078_0_78_412_obs5,0_78_412,video_0078,205,219,299,80,2.6666666666666665,00:06.8,00:07.3,00:10.0,,0,,-1,,-1,,,,,,
video_0078_0_78_412_obs6,0_78_412,video_0078,195,209,299,90,3.0,00:06.5,00:07.0,00:10.0,,0,,-1,,-1,,,,,,
video_0078_0_78_413_obs0,0_78_413,video_0078,255,269,299,30,1.0,00:08.5,00:09.0,00:10.0,,0,,-1,,-1,,,,,,
video_0078_0_78_413_obs1,0_78_413,video_0078,245,259,299,40,1.3333333333333333,00:08.2,00:08.6,00:10.0,,0,,-1,,-1,,,,,,
video_0078_0_78_413_obs2,0_78_413,video_0078,235,249,299,50,1.6666666666666667,00:07.8,00:08.3,00:10.0,,0,,-1,,-1,,,,,,
video_0078_0_78_413_obs3,0_78_413,video_0078,225,239,299,60,2.0,00:07.5,00:08.0,00:10.0,,0,,-1,,-1,,,,,,
video_0078_0_78_413_obs4,0_78_413,video_0078,215,229,299,70,2.333333333333333,00:07.2,00:07.6,00:10.0,,0,,-1,,-1,,,,,,
video_0078_0_78_413_obs5,0_78_413,video_0078,205,219,299,80,2.6666666666666665,00:06.8,00:07.3,00:10.0,,0,,-1,,-1,,,,,,
video_0078_0_78_413_obs6,0_78_413,video_0078,195,209,299,90,3.0,00:06.5,00:07.0,00:10.0,,0,,-1,,-1,,,,,,
video_0078_0_78_414_obs0,0_78_414,video_0078,253,267,297,30,1.0,00:08.4,00:08.9,00:09.9,,0,,-1,,-1,,,,,,
video_0078_0_78_414_obs1,0_78_414,video_0078,243,257,297,40,1.3333333333333333,00:08.1,00:08.6,00:09.9,,0,,-1,,-1,,,,,,
video_0078_0_78_414_obs2,0_78_414,video_0078,233,247,297,50,1.6666666666666667,00:07.8,00:08.2,00:09.9,,0,,-1,,-1,,,,,,
video_0078_0_78_414_obs3,0_78_414,video_0078,223,237,297,60,2.0,00:07.4,00:07.9,00:09.9,,0,,-1,,-1,,,,,,
video_0078_0_78_414_obs4,0_78_414,video_0078,213,227,297,70,2.333333333333333,00:07.1,00:07.6,00:09.9,,0,,-1,,-1,,,,,,
video_0078_0_78_414_obs5,0_78_414,video_0078,203,217,297,80,2.6666666666666665,00:06.8,00:07.2,00:09.9,,0,,-1,,-1,,,,,,
video_0078_0_78_414_obs6,0_78_414,video_0078,193,207,297,90,3.0,00:06.4,00:06.9,00:09.9,,0,,-1,,-1,,,,,,
video_0078_0_78_415_obs0,0_78_415,video_0078,255,269,299,30,1.0,00:08.5,00:09.0,00:10.0,,0,,-1,,-1,,,,,,
video_0078_0_78_415_obs1,0_78_415,video_0078,245,259,299,40,1.3333333333333333,00:08.2,00:08.6,00:10.0,,0,,-1,,-1,,,,,,
video_0078_0_78_415_obs2,0_78_415,video_0078,235,249,299,50,1.6666666666666667,00:07.8,00:08.3,00:10.0,,0,,-1,,-1,,,,,,
video_0078_0_78_415_obs3,0_78_415,video_0078,225,239,299,60,2.0,00:07.5,00:08.0,00:10.0,,0,,-1,,-1,,,,,,
video_0078_0_78_415_obs4,0_78_415,video_0078,215,229,299,70,2.333333333333333,00:07.2,00:07.6,00:10.0,,0,,-1,,-1,,,,,,
video_0078_0_78_415_obs5,0_78_415,video_0078,205,219,299,80,2.6666666666666665,00:06.8,00:07.3,00:10.0,,0,,-1,,-1,,,,,,
video_0078_0_78_415_obs6,0_78_415,video_0078,195,209,299,90,3.0,00:06.5,00:07.0,00:10.0,,0,,-1,,-1,,,,,,
video_0078_0_78_416_obs0,0_78_416,video_0078,230,244,274,30,1.0,00:07.7,00:08.1,00:09.1,,0,,-1,,-1,,,,,,
video_0078_0_78_416_obs1,0_78_416,video_0078,220,234,274,40,1.3333333333333333,00:07.3,00:07.8,00:09.1,,0,,-1,,-1,,,,,,
video_0078_0_78_416_obs2,0_78_416,video_0078,210,224,274,50,1.6666666666666667,00:07.0,00:07.5,00:09.1,,0,,-1,,-1,,,,,,
video_0078_0_78_416_obs3,0_78_416,video_0078,200,214,274,60,2.0,00:06.7,00:07.1,00:09.1,,0,,-1,,-1,,,,,,
video_0078_0_78_416_obs4,0_78_416,video_0078,190,204,274,70,2.333333333333333,00:06.3,00:06.8,00:09.1,,0,,-1,,-1,,,,,,
video_0078_0_78_416_obs5,0_78_416,video_0078,180,194,274,80,2.6666666666666665,00:06.0,00:06.5,00:09.1,,0,,-1,,-1,,,,,,
video_0078_0_78_416_obs6,0_78_416,video_0078,170,184,274,90,3.0,00:05.7,00:06.1,00:09.1,,0,,-1,,-1,,,,,,
video_0078_0_78_417_obs0,0_78_417,video_0078,255,269,299,30,1.0,00:08.5,00:09.0,00:10.0,,0,,-1,,-1,,,,,,
video_0078_0_78_417_obs1,0_78_417,video_0078,245,259,299,40,1.3333333333333333,00:08.2,00:08.6,00:10.0,,0,,-1,,-1,,,,,,
video_0078_0_78_417_obs2,0_78_417,video_0078,235,249,299,50,1.6666666666666667,00:07.8,00:08.3,00:10.0,,0,,-1,,-1,,,,,,
video_0078_0_78_417_obs3,0_78_417,video_0078,225,239,299,60,2.0,00:07.5,00:08.0,00:10.0,,0,,-1,,-1,,,,,,
video_0078_0_78_417_obs4,0_78_417,video_0078,215,229,299,70,2.333333333333333,00:07.2,00:07.6,00:10.0,,0,,-1,,-1,,,,,,
video_0078_0_78_417_obs5,0_78_417,video_0078,205,219,299,80,2.6666666666666665,00:06.8,00:07.3,00:10.0,,0,,-1,,-1,,,,,,
video_0078_0_78_417_obs6,0_78_417,video_0078,195,209,299,90,3.0,00:06.5,00:07.0,00:10.0,,0,,-1,,-1,,,,,,
video_0079_0_79_418_obs0,0_79_418,video_0079,195,209,239,30,1.0,00:06.5,00:07.0,00:08.0,,0,,-1,,-1,,,,,,
video_0079_0_79_418_obs1,0_79_418,video_0079,185,199,239,40,1.3333333333333333,00:06.2,00:06.6,00:08.0,,0,,-1,,-1,,,,,,
video_0079_0_79_418_obs2,0_79_418,video_0079,175,189,239,50,1.6666666666666667,00:05.8,00:06.3,00:08.0,,0,,-1,,-1,,,,,,
video_0079_0_79_418_obs3,0_79_418,video_0079,165,179,239,60,2.0,00:05.5,00:06.0,00:08.0,,0,,-1,,-1,,,,,,
video_0079_0_79_418_obs4,0_79_418,video_0079,155,169,239,70,2.333333333333333,00:05.2,00:05.6,00:08.0,,0,,-1,,-1,,,,,,
video_0079_0_79_418_obs5,0_79_418,video_0079,145,159,239,80,2.6666666666666665,00:04.8,00:05.3,00:08.0,,0,,-1,,-1,,,,,,
video_0079_0_79_418_obs6,0_79_418,video_0079,135,149,239,90,3.0,00:04.5,00:05.0,00:08.0,,0,,-1,,-1,,,,,,
video_0079_0_79_419_obs0,0_79_419,video_0079,147,161,191,30,1.0,00:04.9,00:05.4,00:06.4,,0,,-1,,-1,,,,,,
video_0079_0_79_419_obs1,0_79_419,video_0079,137,151,191,40,1.3333333333333333,00:04.6,00:05.0,00:06.4,,0,,-1,,-1,,,,,,
video_0079_0_79_419_obs2,0_79_419,video_0079,127,141,191,50,1.6666666666666667,00:04.2,00:04.7,00:06.4,,0,,-1,,-1,,,,,,
video_0079_0_79_419_obs3,0_79_419,video_0079,117,131,191,60,2.0,00:03.9,00:04.4,00:06.4,,0,,-1,,-1,,,,,,
video_0079_0_79_419_obs4,0_79_419,video_0079,107,121,191,70,2.333333333333333,00:03.6,00:04.0,00:06.4,,0,,-1,,-1,,,,,,
video_0079_0_79_419_obs5,0_79_419,video_0079,97,111,191,80,2.6666666666666665,00:03.2,00:03.7,00:06.4,,0,,-1,,-1,,,,,,
video_0079_0_79_419_obs6,0_79_419,video_0079,87,101,191,90,3.0,00:02.9,00:03.4,00:06.4,,0,,-1,,-1,,,,,,
video_0079_0_79_418b_obs0,0_79_418b,video_0079,49,63,93,30,1.0,00:01.6,00:02.1,00:03.1,0.0,0,1.0,1,1.0,1,0.0,1.0,0.0,93.0,1.0,
video_0079_0_79_418b_obs1,0_79_418b,video_0079,39,53,93,40,1.3333333333333333,00:01.3,00:01.8,00:03.1,0.0,0,1.0,1,1.0,1,0.0,1.0,0.0,93.0,1.0,
video_0079_0_79_418b_obs2,0_79_418b,video_0079,29,43,93,50,1.6666666666666667,00:01.0,00:01.4,00:03.1,0.0,0,1.0,1,1.0,1,0.0,1.0,0.0,93.0,1.0,
video_0079_0_79_418b_obs3,0_79_418b,video_0079,19,33,93,60,2.0,00:00.6,00:01.1,00:03.1,0.0,0,1.0,1,1.0,1,0.0,1.0,0.0,93.0,1.0,
video_0079_0_79_418b_obs4,0_79_418b,video_0079,9,23,93,70,2.333333333333333,00:00.3,00:00.8,00:03.1,0.0,0,1.0,1,1.0,1,0.0,1.0,0.0,93.0,1.0,
video_0080_0_80_428b_obs0,0_80_428b,video_0080,18,32,62,30,1.0,00:00.6,00:01.1,00:02.1,1.0,1,0.0,0,1.0,1,1.0,1.0,1.0,62.0,1.0,
video_0080_0_80_428b_obs1,0_80_428b,video_0080,8,22,62,40,1.3333333333333333,00:00.3,00:00.7,00:02.1,1.0,1,0.0,0,1.0,1,1.0,1.0,1.0,62.0,1.0,
video_0080_0_80_422_obs0,0_80_422,video_0080,197,211,241,30,1.0,00:06.6,00:07.0,00:08.0,,0,,-1,,-1,,,,,,
video_0080_0_80_422_obs1,0_80_422,video_0080,187,201,241,40,1.3333333333333333,00:06.2,00:06.7,00:08.0,,0,,-1,,-1,,,,,,
video_0080_0_80_422_obs2,0_80_422,video_0080,177,191,241,50,1.6666666666666667,00:05.9,00:06.4,00:08.0,,0,,-1,,-1,,,,,,
video_0080_0_80_422_obs3,0_80_422,video_0080,167,181,241,60,2.0,00:05.6,00:06.0,00:08.0,,0,,-1,,-1,,,,,,
video_0080_0_80_422_obs4,0_80_422,video_0080,157,171,241,70,2.333333333333333,00:05.2,00:05.7,00:08.0,,0,,-1,,-1,,,,,,
video_0080_0_80_422_obs5,0_80_422,video_0080,147,161,241,80,2.6666666666666665,00:04.9,00:05.4,00:08.0,,0,,-1,,-1,,,,,,
video_0080_0_80_422_obs6,0_80_422,video_0080,137,151,241,90,3.0,00:04.6,00:05.0,00:08.0,,0,,-1,,-1,,,,,,
video_0080_0_80_423_obs0,0_80_423,video_0080,75,89,119,30,1.0,00:02.5,00:03.0,00:04.0,,0,,-1,,-1,,,,,,
video_0080_0_80_423_obs1,0_80_423,video_0080,65,79,119,40,1.3333333333333333,00:02.2,00:02.6,00:04.0,,0,,-1,,-1,,,,,,
video_0080_0_80_423_obs2,0_80_423,video_0080,55,69,119,50,1.6666666666666667,00:01.8,00:02.3,00:04.0,,0,,-1,,-1,,,,,,
video_0080_0_80_423_obs3,0_80_423,video_0080,45,59,119,60,2.0,00:01.5,00:02.0,00:04.0,,0,,-1,,-1,,,,,,
video_0080_0_80_423_obs4,0_80_423,video_0080,35,49,119,70,2.333333333333333,00:01.2,00:01.6,00:04.0,,0,,-1,,-1,,,,,,
video_0080_0_80_423_obs5,0_80_423,video_0080,25,39,119,80,2.6666666666666665,00:00.8,00:01.3,00:04.0,,0,,-1,,-1,,,,,,
video_0080_0_80_423_obs6,0_80_423,video_0080,15,29,119,90,3.0,00:00.5,00:01.0,00:04.0,,0,,-1,,-1,,,,,,
video_0080_0_80_424_obs0,0_80_424,video_0080,202,216,246,30,1.0,00:06.7,00:07.2,00:08.2,,0,,-1,,-1,,,,,,
video_0080_0_80_424_obs1,0_80_424,video_0080,192,206,246,40,1.3333333333333333,00:06.4,00:06.9,00:08.2,,0,,-1,,-1,,,,,,
video_0080_0_80_424_obs2,0_80_424,video_0080,182,196,246,50,1.6666666666666667,00:06.1,00:06.5,00:08.2,,0,,-1,,-1,,,,,,
video_0080_0_80_424_obs3,0_80_424,video_0080,172,186,246,60,2.0,00:05.7,00:06.2,00:08.2,,0,,-1,,-1,,,,,,
video_0080_0_80_424_obs4,0_80_424,video_0080,162,176,246,70,2.333333333333333,00:05.4,00:05.9,00:08.2,,0,,-1,,-1,,,,,,
video_0080_0_80_424_obs5,0_80_424,video_0080,152,166,246,80,2.6666666666666665,00:05.1,00:05.5,00:08.2,,0,,-1,,-1,,,,,,
video_0080_0_80_424_obs6,0_80_424,video_0080,142,156,246,90,3.0,00:04.7,00:05.2,00:08.2,,0,,-1,,-1,,,,,,
video_0080_0_80_16p_obs0,0_80_16p,video_0080,181,195,225,30,1.0,00:06.0,00:06.5,00:07.5,,0,,-1,,-1,,,,,,
video_0080_0_80_16p_obs1,0_80_16p,video_0080,171,185,225,40,1.3333333333333333,00:05.7,00:06.2,00:07.5,,0,,-1,,-1,,,,,,
video_0080_0_80_16p_obs2,0_80_16p,video_0080,161,175,225,50,1.6666666666666667,00:05.4,00:05.8,00:07.5,,0,,-1,,-1,,,,,,
video_0080_0_80_16p_obs3,0_80_16p,video_0080,151,165,225,60,2.0,00:05.0,00:05.5,00:07.5,,0,,-1,,-1,,,,,,
video_0080_0_80_16p_obs4,0_80_16p,video_0080,141,155,225,70,2.333333333333333,00:04.7,00:05.2,00:07.5,,0,,-1,,-1,,,,,,
video_0080_0_80_16p_obs5,0_80_16p,video_0080,131,145,225,80,2.6666666666666665,00:04.4,00:04.8,00:07.5,,0,,-1,,-1,,,,,,
video_0080_0_80_16p_obs6,0_80_16p,video_0080,121,135,225,90,3.0,00:04.0,00:04.5,00:07.5,,0,,-1,,-1,,,,,,
video_0080_0_80_423b_obs0,0_80_423b,video_0080,27,41,71,30,1.0,00:00.9,00:01.4,00:02.4,1.0,1,0.0,0,1.0,1,1.0,1.0,1.0,71.0,1.0,
video_0080_0_80_423b_obs1,0_80_423b,video_0080,17,31,71,40,1.3333333333333333,00:00.6,00:01.0,00:02.4,1.0,1,0.0,0,1.0,1,1.0,1.0,1.0,71.0,1.0,
video_0080_0_80_423b_obs2,0_80_423b,video_0080,7,21,71,50,1.6666666666666667,00:00.2,00:00.7,00:02.4,1.0,1,0.0,0,1.0,1,1.0,1.0,1.0,71.0,1.0,
video_0080_0_80_426_obs0,0_80_426,video_0080,225,239,269,30,1.0,00:07.5,00:08.0,00:09.0,,0,,-1,,-1,,,,,,
video_0080_0_80_426_obs1,0_80_426,video_0080,215,229,269,40,1.3333333333333333,00:07.2,00:07.6,00:09.0,,0,,-1,,-1,,,,,,
video_0080_0_80_426_obs2,0_80_426,video_0080,205,219,269,50,1.6666666666666667,00:06.8,00:07.3,00:09.0,,0,,-1,,-1,,,,,,
video_0080_0_80_426_obs3,0_80_426,video_0080,195,209,269,60,2.0,00:06.5,00:07.0,00:09.0,,0,,-1,,-1,,,,,,
video_0080_0_80_426_obs4,0_80_426,video_0080,185,199,269,70,2.333333333333333,00:06.2,00:06.6,00:09.0,,0,,-1,,-1,,,,,,
video_0080_0_80_426_obs5,0_80_426,video_0080,175,189,269,80,2.6666666666666665,00:05.8,00:06.3,00:09.0,,0,,-1,,-1,,,,,,
video_0080_0_80_426_obs6,0_80_426,video_0080,165,179,269,90,3.0,00:05.5,00:06.0,00:09.0,,0,,-1,,-1,,,,,,
video_0080_0_80_427_obs0,0_80_427,video_0080,194,208,238,30,1.0,00:06.5,00:06.9,00:07.9,,0,,-1,,-1,,,,,,
video_0080_0_80_427_obs1,0_80_427,video_0080,184,198,238,40,1.3333333333333333,00:06.1,00:06.6,00:07.9,,0,,-1,,-1,,,,,,
video_0080_0_80_427_obs2,0_80_427,video_0080,174,188,238,50,1.6666666666666667,00:05.8,00:06.3,00:07.9,,0,,-1,,-1,,,,,,
video_0080_0_80_427_obs3,0_80_427,video_0080,164,178,238,60,2.0,00:05.5,00:05.9,00:07.9,,0,,-1,,-1,,,,,,
video_0080_0_80_427_obs4,0_80_427,video_0080,154,168,238,70,2.333333333333333,00:05.1,00:05.6,00:07.9,,0,,-1,,-1,,,,,,
video_0080_0_80_427_obs5,0_80_427,video_0080,144,158,238,80,2.6666666666666665,00:04.8,00:05.3,00:07.9,,0,,-1,,-1,,,,,,
video_0080_0_80_427_obs6,0_80_427,video_0080,134,148,238,90,3.0,00:04.5,00:04.9,00:07.9,,0,,-1,,-1,,,,,,
video_0080_0_80_428_obs0,0_80_428,video_0080,200,214,244,30,1.0,00:06.7,00:07.1,00:08.1,,0,,-1,,-1,,,,,,
video_0080_0_80_428_obs1,0_80_428,video_0080,190,204,244,40,1.3333333333333333,00:06.3,00:06.8,00:08.1,,0,,-1,,-1,,,,,,
video_0080_0_80_428_obs2,0_80_428,video_0080,180,194,244,50,1.6666666666666667,00:06.0,00:06.5,00:08.1,,0,,-1,,-1,,,,,,
video_0080_0_80_428_obs3,0_80_428,video_0080,170,184,244,60,2.0,00:05.7,00:06.1,00:08.1,,0,,-1,,-1,,,,,,
video_0080_0_80_428_obs4,0_80_428,video_0080,160,174,244,70,2.333333333333333,00:05.3,00:05.8,00:08.1,,0,,-1,,-1,,,,,,
video_0080_0_80_428_obs5,0_80_428,video_0080,150,164,244,80,2.6666666666666665,00:05.0,00:05.5,00:08.1,,0,,-1,,-1,,,,,,
video_0080_0_80_428_obs6,0_80_428,video_0080,140,154,244,90,3.0,00:04.7,00:05.1,00:08.1,,0,,-1,,-1,,,,,,
video_0080_0_80_429_obs0,0_80_429,video_0080,225,239,269,30,1.0,00:07.5,00:08.0,00:09.0,,0,,-1,,-1,,,,,,
video_0080_0_80_429_obs1,0_80_429,video_0080,215,229,269,40,1.3333333333333333,00:07.2,00:07.6,00:09.0,,0,,-1,,-1,,,,,,
video_0080_0_80_429_obs2,0_80_429,video_0080,205,219,269,50,1.6666666666666667,00:06.8,00:07.3,00:09.0,,0,,-1,,-1,,,,,,
video_0080_0_80_429_obs3,0_80_429,video_0080,195,209,269,60,2.0,00:06.5,00:07.0,00:09.0,,0,,-1,,-1,,,,,,
video_0080_0_80_429_obs4,0_80_429,video_0080,185,199,269,70,2.333333333333333,00:06.2,00:06.6,00:09.0,,0,,-1,,-1,,,,,,
video_0080_0_80_429_obs5,0_80_429,video_0080,175,189,269,80,2.6666666666666665,00:05.8,00:06.3,00:09.0,,0,,-1,,-1,,,,,,
video_0080_0_80_429_obs6,0_80_429,video_0080,165,179,269,90,3.0,00:05.5,00:06.0,00:09.0,,0,,-1,,-1,,,,,,
video_0081_0_81_431b_obs0,0_81_431b,video_0081,105,119,149,30,1.0,00:03.5,00:04.0,00:05.0,1.0,1,0.0,0,1.0,1,0.0,1.0,0.0,-1.0,1.0,
video_0081_0_81_431b_obs1,0_81_431b,video_0081,95,109,149,40,1.3333333333333333,00:03.2,00:03.6,00:05.0,1.0,1,0.0,0,1.0,1,0.0,1.0,0.0,-1.0,1.0,
video_0081_0_81_431b_obs2,0_81_431b,video_0081,85,99,149,50,1.6666666666666667,00:02.8,00:03.3,00:05.0,1.0,1,0.0,0,1.0,1,0.0,1.0,0.0,-1.0,1.0,
video_0081_0_81_431b_obs3,0_81_431b,video_0081,75,89,149,60,2.0,00:02.5,00:03.0,00:05.0,1.0,1,0.0,0,1.0,1,0.0,1.0,0.0,-1.0,1.0,
video_0081_0_81_431b_obs4,0_81_431b,video_0081,65,79,149,70,2.333333333333333,00:02.2,00:02.6,00:05.0,1.0,1,0.0,0,1.0,1,0.0,1.0,0.0,-1.0,1.0,
video_0081_0_81_431b_obs5,0_81_431b,video_0081,55,69,149,80,2.6666666666666665,00:01.8,00:02.3,00:05.0,1.0,1,0.0,0,1.0,1,0.0,1.0,0.0,-1.0,1.0,
video_0081_0_81_431b_obs6,0_81_431b,video_0081,45,59,149,90,3.0,00:01.5,00:02.0,00:05.0,1.0,1,0.0,0,1.0,1,0.0,1.0,0.0,-1.0,1.0,
video_0081_0_81_430b_obs0,0_81_430b,video_0081,105,119,149,30,1.0,00:03.5,00:04.0,00:05.0,1.0,1,0.0,0,1.0,1,0.0,1.0,0.0,-1.0,1.0,
video_0081_0_81_430b_obs1,0_81_430b,video_0081,95,109,149,40,1.3333333333333333,00:03.2,00:03.6,00:05.0,1.0,1,0.0,0,1.0,1,0.0,1.0,0.0,-1.0,1.0,
video_0081_0_81_430b_obs2,0_81_430b,video_0081,85,99,149,50,1.6666666666666667,00:02.8,00:03.3,00:05.0,1.0,1,0.0,0,1.0,1,0.0,1.0,0.0,-1.0,1.0,
video_0081_0_81_430b_obs3,0_81_430b,video_0081,75,89,149,60,2.0,00:02.5,00:03.0,00:05.0,1.0,1,0.0,0,1.0,1,0.0,1.0,0.0,-1.0,1.0,
video_0081_0_81_430b_obs4,0_81_430b,video_0081,65,79,149,70,2.333333333333333,00:02.2,00:02.6,00:05.0,1.0,1,0.0,0,1.0,1,0.0,1.0,0.0,-1.0,1.0,
video_0081_0_81_430b_obs5,0_81_430b,video_0081,55,69,149,80,2.6666666666666665,00:01.8,00:02.3,00:05.0,1.0,1,0.0,0,1.0,1,0.0,1.0,0.0,-1.0,1.0,
video_0081_0_81_430b_obs6,0_81_430b,video_0081,45,59,149,90,3.0,00:01.5,00:02.0,00:05.0,1.0,1,0.0,0,1.0,1,0.0,1.0,0.0,-1.0,1.0,
video_0083_0_83_20p_obs0,0_83_20p,video_0083,195,209,239,30,1.0,00:06.5,00:07.0,00:08.0,,0,,-1,,-1,,,,,,
video_0083_0_83_20p_obs1,0_83_20p,video_0083,185,199,239,40,1.3333333333333333,00:06.2,00:06.6,00:08.0,,0,,-1,,-1,,,,,,
video_0083_0_83_20p_obs2,0_83_20p,video_0083,175,189,239,50,1.6666666666666667,00:05.8,00:06.3,00:08.0,,0,,-1,,-1,,,,,,
video_0083_0_83_20p_obs3,0_83_20p,video_0083,165,179,239,60,2.0,00:05.5,00:06.0,00:08.0,,0,,-1,,-1,,,,,,
video_0083_0_83_20p_obs4,0_83_20p,video_0083,155,169,239,70,2.333333333333333,00:05.2,00:05.6,00:08.0,,0,,-1,,-1,,,,,,
video_0083_0_83_20p_obs5,0_83_20p,video_0083,145,159,239,80,2.6666666666666665,00:04.8,00:05.3,00:08.0,,0,,-1,,-1,,,,,,
video_0083_0_83_20p_obs6,0_83_20p,video_0083,135,149,239,90,3.0,00:04.5,00:05.0,00:08.0,,0,,-1,,-1,,,,,,
video_0083_0_83_21p_obs0,0_83_21p,video_0083,160,174,204,30,1.0,00:05.3,00:05.8,00:06.8,,0,,-1,,-1,,,,,,
video_0083_0_83_21p_obs1,0_83_21p,video_0083,150,164,204,40,1.3333333333333333,00:05.0,00:05.5,00:06.8,,0,,-1,,-1,,,,,,
video_0083_0_83_21p_obs2,0_83_21p,video_0083,140,154,204,50,1.6666666666666667,00:04.7,00:05.1,00:06.8,,0,,-1,,-1,,,,,,
video_0083_0_83_21p_obs3,0_83_21p,video_0083,130,144,204,60,2.0,00:04.3,00:04.8,00:06.8,,0,,-1,,-1,,,,,,
video_0083_0_83_21p_obs4,0_83_21p,video_0083,120,134,204,70,2.333333333333333,00:04.0,00:04.5,00:06.8,,0,,-1,,-1,,,,,,
video_0083_0_83_21p_obs5,0_83_21p,video_0083,110,124,204,80,2.6666666666666665,00:03.7,00:04.1,00:06.8,,0,,-1,,-1,,,,,,
video_0083_0_83_21p_obs6,0_83_21p,video_0083,100,114,204,90,3.0,00:03.3,00:03.8,00:06.8,,0,,-1,,-1,,,,,,
video_0083_0_83_447_obs0,0_83_447,video_0083,115,129,159,30,1.0,00:03.8,00:04.3,00:05.3,,0,,-1,,-1,,,,,,
video_0083_0_83_447_obs1,0_83_447,video_0083,105,119,159,40,1.3333333333333333,00:03.5,00:04.0,00:05.3,,0,,-1,,-1,,,,,,
video_0083_0_83_447_obs2,0_83_447,video_0083,95,109,159,50,1.6666666666666667,00:03.2,00:03.6,00:05.3,,0,,-1,,-1,,,,,,
video_0083_0_83_447_obs3,0_83_447,video_0083,85,99,159,60,2.0,00:02.8,00:03.3,00:05.3,,0,,-1,,-1,,,,,,
video_0083_0_83_447_obs4,0_83_447,video_0083,75,89,159,70,2.333333333333333,00:02.5,00:03.0,00:05.3,,0,,-1,,-1,,,,,,
video_0083_0_83_447_obs5,0_83_447,video_0083,65,79,159,80,2.6666666666666665,00:02.2,00:02.6,00:05.3,,0,,-1,,-1,,,,,,
video_0083_0_83_447_obs6,0_83_447,video_0083,55,69,159,90,3.0,00:01.8,00:02.3,00:05.3,,0,,-1,,-1,,,,,,
video_0083_0_83_448_obs0,0_83_448,video_0083,127,141,171,30,1.0,00:04.2,00:04.7,00:05.7,,0,,-1,,-1,,,,,,
video_0083_0_83_448_obs1,0_83_448,video_0083,117,131,171,40,1.3333333333333333,00:03.9,00:04.4,00:05.7,,0,,-1,,-1,,,,,,
video_0083_0_83_448_obs2,0_83_448,video_0083,107,121,171,50,1.6666666666666667,00:03.6,00:04.0,00:05.7,,0,,-1,,-1,,,,,,
video_0083_0_83_448_obs3,0_83_448,video_0083,97,111,171,60,2.0,00:03.2,00:03.7,00:05.7,,0,,-1,,-1,,,,,,
video_0083_0_83_448_obs4,0_83_448,video_0083,87,101,171,70,2.333333333333333,00:02.9,00:03.4,00:05.7,,0,,-1,,-1,,,,,,
video_0083_0_83_448_obs5,0_83_448,video_0083,77,91,171,80,2.6666666666666665,00:02.6,00:03.0,00:05.7,,0,,-1,,-1,,,,,,
video_0083_0_83_448_obs6,0_83_448,video_0083,67,81,171,90,3.0,00:02.2,00:02.7,00:05.7,,0,,-1,,-1,,,,,,
video_0083_0_83_449_obs0,0_83_449,video_0083,195,209,239,30,1.0,00:06.5,00:07.0,00:08.0,,0,,-1,,-1,,,,,,
video_0083_0_83_449_obs1,0_83_449,video_0083,185,199,239,40,1.3333333333333333,00:06.2,00:06.6,00:08.0,,0,,-1,,-1,,,,,,
