narration_id,participant_id,video_id,start_frame,stop_frame,event_start_frame,time_to_event_frames,time_to_event_sec,start_timestamp,stop_timestamp,event_start_timestamp,cross,cross_class,look,look_class,action,action_class,intersection_class,signalized_class
set02/video_0003_2_3_196_obs0,2_3_196,set02/video_0003,1309,1323,1365,42,1.4,00:43.6,00:44.1,00:45.5,1,1,0,0,1,1,1,3
set02/video_0003_2_3_196_obs1,2_3_196,set02/video_0003,1319,1333,1365,32,1.0666666666666669,00:44.0,00:44.4,00:45.5,1,1,0,0,1,1,1,3
set02/video_0003_2_3_198_obs0,2_3_198,set02/video_0003,1201,1215,1305,90,3.0,00:40.0,00:40.5,00:43.5,1,1,0,0,1,1,1,3
set02/video_0003_2_3_198_obs1,2_3_198,set02/video_0003,1211,1225,1305,80,2.6666666666666665,00:40.4,00:40.8,00:43.5,1,1,0,0,1,1,1,3
set02/video_0003_2_3_198_obs2,2_3_198,set02/video_0003,1221,1235,1305,70,2.333333333333333,00:40.7,00:41.2,00:43.5,1,1,0,0,1,1,1,3
set02/video_0003_2_3_198_obs3,2_3_198,set02/video_0003,1231,1245,1305,60,2.0,00:41.0,00:41.5,00:43.5,1,1,0,0,1,1,1,3
set02/video_0003_2_3_198_obs4,2_3_198,set02/video_0003,1241,1255,1305,50,1.6666666666666667,00:41.4,00:41.8,00:43.5,1,1,0,0,1,1,1,3
set02/video_0003_2_3_198_obs5,2_3_198,set02/video_0003,1251,1265,1305,40,1.3333333333333333,00:41.7,00:42.2,00:43.5,1,1,0,0,1,1,1,3
set02/video_0003_2_3_198_obs6,2_3_198,set02/video_0003,1261,1275,1305,30,1.0,00:42.0,00:42.5,00:43.5,1,1,0,0,1,1,1,3
set02/video_0003_2_3_199_obs0,2_3_199,set02/video_0003,1614,1628,1718,90,3.0,00:53.8,00:54.3,00:57.3,0,0,0,0,0,0,1,0
set02/video_0003_2_3_199_obs1,2_3_199,set02/video_0003,1624,1638,1718,80,2.6666666666666665,00:54.1,00:54.6,00:57.3,0,0,0,0,0,0,1,0
set02/video_0003_2_3_199_obs2,2_3_199,set02/video_0003,1634,1648,1718,70,2.333333333333333,00:54.5,00:54.9,00:57.3,0,0,0,0,0,0,1,0
set02/video_0003_2_3_199_obs3,2_3_199,set02/video_0003,1644,1658,1718,60,2.0,00:54.8,00:55.3,00:57.3,0,0,0,0,0,0,1,0
set02/video_0003_2_3_199_obs4,2_3_199,set02/video_0003,1654,1668,1718,50,1.6666666666666667,00:55.1,00:55.6,00:57.3,0,0,0,0,0,0,1,0
set02/video_0003_2_3_199_obs5,2_3_199,set02/video_0003,1664,1678,1718,40,1.3333333333333333,00:55.5,00:55.9,00:57.3,0,0,0,0,0,0,1,0
set02/video_0003_2_3_199_obs6,2_3_199,set02/video_0003,1674,1688,1718,30,1.0,00:55.8,00:56.3,00:57.3,0,0,0,0,0,0,1,0
set02/video_0003_2_3_200_obs0,2_3_200,set02/video_0003,1330,1344,1434,90,3.0,00:44.3,00:44.8,00:47.8,1,1,0,0,1,1,1,3
set02/video_0003_2_3_200_obs1,2_3_200,set02/video_0003,1340,1354,1434,80,2.6666666666666665,00:44.7,00:45.1,00:47.8,1,1,0,0,1,1,1,3
set02/video_0003_2_3_200_obs2,2_3_200,set02/video_0003,1350,1364,1434,70,2.333333333333333,00:45.0,00:45.5,00:47.8,1,1,0,0,1,1,1,3
set02/video_0003_2_3_200_obs3,2_3_200,set02/video_0003,1360,1374,1434,60,2.0,00:45.3,00:45.8,00:47.8,1,1,0,0,1,1,1,3
set02/video_0003_2_3_200_obs4,2_3_200,set02/video_0003,1370,1384,1434,50,1.6666666666666667,00:45.7,00:46.1,00:47.8,1,1,0,0,1,1,1,3
set02/video_0003_2_3_200_obs5,2_3_200,set02/video_0003,1380,1394,1434,40,1.3333333333333333,00:46.0,00:46.5,00:47.8,1,1,0,0,1,1,1,3
set02/video_0003_2_3_200_obs6,2_3_200,set02/video_0003,1390,1404,1434,30,1.0,00:46.3,00:46.8,00:47.8,1,1,0,0,1,1,1,3
set02/video_0003_2_3_201_obs0,2_3_201,set02/video_0003,1332,1346,1436,90,3.0,00:44.4,00:44.9,00:47.9,1,1,0,0,1,1,1,3
set02/video_0003_2_3_201_obs1,2_3_201,set02/video_0003,1342,1356,1436,80,2.6666666666666665,00:44.7,00:45.2,00:47.9,1,1,0,0,1,1,1,3
set02/video_0003_2_3_201_obs2,2_3_201,set02/video_0003,1352,1366,1436,70,2.333333333333333,00:45.1,00:45.5,00:47.9,1,1,0,0,1,1,1,3
set02/video_0003_2_3_201_obs3,2_3_201,set02/video_0003,1362,1376,1436,60,2.0,00:45.4,00:45.9,00:47.9,1,1,0,0,1,1,1,3
set02/video_0003_2_3_201_obs4,2_3_201,set02/video_0003,1372,1386,1436,50,1.6666666666666667,00:45.7,00:46.2,00:47.9,1,1,0,0,1,1,1,3
set02/video_0003_2_3_201_obs5,2_3_201,set02/video_0003,1382,1396,1436,40,1.3333333333333333,00:46.1,00:46.5,00:47.9,1,1,0,0,1,1,1,3
set02/video_0003_2_3_201_obs6,2_3_201,set02/video_0003,1392,1406,1436,30,1.0,00:46.4,00:46.9,00:47.9,1,1,0,0,1,1,1,3
set02/video_0003_2_3_202_obs0,2_3_202,set02/video_0003,1529,1543,1633,90,3.0,00:51.0,00:51.4,00:54.4,1,1,0,0,1,1,1,3
set02/video_0003_2_3_202_obs1,2_3_202,set02/video_0003,1539,1553,1633,80,2.6666666666666665,00:51.3,00:51.8,00:54.4,1,1,0,0,1,1,1,3
set02/video_0003_2_3_202_obs2,2_3_202,set02/video_0003,1549,1563,1633,70,2.333333333333333,00:51.6,00:52.1,00:54.4,1,1,0,0,1,1,1,3
set02/video_0003_2_3_202_obs3,2_3_202,set02/video_0003,1559,1573,1633,60,2.0,00:52.0,00:52.4,00:54.4,1,1,0,0,1,1,1,3
set02/video_0003_2_3_202_obs4,2_3_202,set02/video_0003,1569,1583,1633,50,1.6666666666666667,00:52.3,00:52.8,00:54.4,1,1,0,0,1,1,1,3
set02/video_0003_2_3_202_obs5,2_3_202,set02/video_0003,1579,1593,1633,40,1.3333333333333333,00:52.6,00:53.1,00:54.4,1,1,0,0,1,1,1,3
set02/video_0003_2_3_202_obs6,2_3_202,set02/video_0003,1589,1603,1633,30,1.0,00:53.0,00:53.4,00:54.4,1,1,0,0,1,1,1,3
set02/video_0003_2_3_203_obs0,2_3_203,set02/video_0003,2374,2388,2457,69,2.3,01:19.1,01:19.6,01:21.9,0,0,0,0,0,0,0,0
set02/video_0003_2_3_203_obs1,2_3_203,set02/video_0003,2384,2398,2457,59,1.9666666666666663,01:19.5,01:19.9,01:21.9,0,0,0,0,0,0,0,0
set02/video_0003_2_3_203_obs2,2_3_203,set02/video_0003,2394,2408,2457,49,1.6333333333333333,01:19.8,01:20.3,01:21.9,0,0,0,0,0,0,0,0
set02/video_0003_2_3_203_obs3,2_3_203,set02/video_0003,2404,2418,2457,39,1.3,01:20.1,01:20.6,01:21.9,0,0,0,0,0,0,0,0
set02/video_0003_2_3_204_obs0,2_3_204,set02/video_0003,5937,5951,6041,90,3.0,03:17.9,03:18.4,03:21.4,0,0,0,0,0,0,0,3
set02/video_0003_2_3_204_obs1,2_3_204,set02/video_0003,5947,5961,6041,80,2.6666666666666665,03:18.2,03:18.7,03:21.4,0,0,0,0,0,0,0,3
set02/video_0003_2_3_204_obs2,2_3_204,set02/video_0003,5957,5971,6041,70,2.333333333333333,03:18.6,03:19.0,03:21.4,0,0,0,0,0,0,0,3
set02/video_0003_2_3_204_obs3,2_3_204,set02/video_0003,5967,5981,6041,60,2.0,03:18.9,03:19.4,03:21.4,0,0,0,0,0,0,0,3
set02/video_0003_2_3_204_obs4,2_3_204,set02/video_0003,5977,5991,6041,50,1.6666666666666667,03:19.2,03:19.7,03:21.4,0,0,0,0,0,0,0,3
set02/video_0003_2_3_204_obs5,2_3_204,set02/video_0003,5987,6001,6041,40,1.3333333333333333,03:19.6,03:20.0,03:21.4,0,0,0,0,0,0,0,3
set02/video_0003_2_3_204_obs6,2_3_204,set02/video_0003,5997,6011,6041,30,1.0,03:19.9,03:20.4,03:21.4,0,0,0,0,0,0,0,3
set02/video_0003_2_3_205_obs0,2_3_205,set02/video_0003,5946,5960,6050,90,3.0,03:18.2,03:18.7,03:21.7,0,0,0,0,0,0,0,3
set02/video_0003_2_3_205_obs1,2_3_205,set02/video_0003,5956,5970,6050,80,2.6666666666666665,03:18.5,03:19.0,03:21.7,0,0,0,0,0,0,0,3
set02/video_0003_2_3_205_obs2,2_3_205,set02/video_0003,5966,5980,6050,70,2.333333333333333,03:18.9,03:19.3,03:21.7,0,0,0,0,0,0,0,3
set02/video_0003_2_3_205_obs3,2_3_205,set02/video_0003,5976,5990,6050,60,2.0,03:19.2,03:19.7,03:21.7,0,0,0,0,0,0,0,3
set02/video_0003_2_3_205_obs4,2_3_205,set02/video_0003,5986,6000,6050,50,1.6666666666666667,03:19.5,03:20.0,03:21.7,0,0,0,0,0,0,0,3
set02/video_0003_2_3_205_obs5,2_3_205,set02/video_0003,5996,6010,6050,40,1.3333333333333333,03:19.9,03:20.3,03:21.7,0,0,0,0,0,0,0,3
set02/video_0003_2_3_205_obs6,2_3_205,set02/video_0003,6006,6020,6050,30,1.0,03:20.2,03:20.7,03:21.7,0,0,0,0,0,0,0,3
set02/video_0003_2_3_206_obs0,2_3_206,set02/video_0003,5851,5865,5955,90,3.0,03:15.0,03:15.5,03:18.5,0,0,0,0,0,0,0,3
set02/video_0003_2_3_206_obs1,2_3_206,set02/video_0003,5861,5875,5955,80,2.6666666666666665,03:15.4,03:15.8,03:18.5,0,0,0,0,0,0,0,3
set02/video_0003_2_3_206_obs2,2_3_206,set02/video_0003,5871,5885,5955,70,2.333333333333333,03:15.7,03:16.2,03:18.5,0,0,0,0,0,0,0,3
set02/video_0003_2_3_206_obs3,2_3_206,set02/video_0003,5881,5895,5955,60,2.0,03:16.0,03:16.5,03:18.5,0,0,0,0,0,0,0,3
set02/video_0003_2_3_206_obs4,2_3_206,set02/video_0003,5891,5905,5955,50,1.6666666666666667,03:16.4,03:16.8,03:18.5,0,0,0,0,0,0,0,3
set02/video_0003_2_3_206_obs5,2_3_206,set02/video_0003,5901,5915,5955,40,1.3333333333333333,03:16.7,03:17.2,03:18.5,0,0,0,0,0,0,0,3
set02/video_0003_2_3_206_obs6,2_3_206,set02/video_0003,5911,5925,5955,30,1.0,03:17.0,03:17.5,03:18.5,0,0,0,0,0,0,0,3
set02/video_0003_2_3_207_obs0,2_3_207,set02/video_0003,3674,3688,3778,90,3.0,02:02.5,02:02.9,02:05.9,0,0,0,0,1,1,4,3
set02/video_0003_2_3_207_obs1,2_3_207,set02/video_0003,3684,3698,3778,80,2.6666666666666665,02:02.8,02:03.3,02:05.9,0,0,0,0,1,1,4,3
set02/video_0003_2_3_207_obs2,2_3_207,set02/video_0003,3694,3708,3778,70,2.333333333333333,02:03.1,02:03.6,02:05.9,0,0,0,0,1,1,4,3
set02/video_0003_2_3_207_obs3,2_3_207,set02/video_0003,3704,3718,3778,60,2.0,02:03.5,02:03.9,02:05.9,0,0,0,0,1,1,4,3
set02/video_0003_2_3_207_obs4,2_3_207,set02/video_0003,3714,3728,3778,50,1.6666666666666667,02:03.8,02:04.3,02:05.9,0,0,0,0,1,1,4,3
set02/video_0003_2_3_207_obs5,2_3_207,set02/video_0003,3724,3738,3778,40,1.3333333333333333,02:04.1,02:04.6,02:05.9,0,0,0,0,1,1,4,3
set02/video_0003_2_3_207_obs6,2_3_207,set02/video_0003,3734,3748,3778,30,1.0,02:04.5,02:04.9,02:05.9,0,0,0,0,1,1,4,3
set02/video_0003_2_3_208_obs0,2_3_208,set02/video_0003,3853,3867,3957,90,3.0,02:08.4,02:08.9,02:11.9,0,0,0,0,0,0,4,3
set02/video_0003_2_3_208_obs1,2_3_208,set02/video_0003,3863,3877,3957,80,2.6666666666666665,02:08.8,02:09.2,02:11.9,0,0,0,0,0,0,4,3
set02/video_0003_2_3_208_obs2,2_3_208,set02/video_0003,3873,3887,3957,70,2.333333333333333,02:09.1,02:09.6,02:11.9,0,0,0,0,0,0,4,3
set02/video_0003_2_3_208_obs3,2_3_208,set02/video_0003,3883,3897,3957,60,2.0,02:09.4,02:09.9,02:11.9,0,0,0,0,0,0,4,3
set02/video_0003_2_3_208_obs4,2_3_208,set02/video_0003,3893,3907,3957,50,1.6666666666666667,02:09.8,02:10.2,02:11.9,0,0,0,0,0,0,4,3
set02/video_0003_2_3_208_obs5,2_3_208,set02/video_0003,3903,3917,3957,40,1.3333333333333333,02:10.1,02:10.6,02:11.9,0,0,0,0,0,0,4,3
set02/video_0003_2_3_208_obs6,2_3_208,set02/video_0003,3913,3927,3957,30,1.0,02:10.4,02:10.9,02:11.9,0,0,0,0,0,0,4,3
set02/video_0003_2_3_209_obs0,2_3_209,set02/video_0003,4720,4734,4824,90,3.0,02:37.3,02:37.8,02:40.8,0,0,1,1,0,0,3,3
set02/video_0003_2_3_209_obs1,2_3_209,set02/video_0003,4730,4744,4824,80,2.6666666666666665,02:37.7,02:38.1,02:40.8,0,0,1,1,0,0,3,3
set02/video_0003_2_3_209_obs2,2_3_209,set02/video_0003,4740,4754,4824,70,2.333333333333333,02:38.0,02:38.5,02:40.8,0,0,1,1,0,0,3,3
set02/video_0003_2_3_209_obs3,2_3_209,set02/video_0003,4750,4764,4824,60,2.0,02:38.3,02:38.8,02:40.8,0,0,1,1,0,0,3,3
set02/video_0003_2_3_209_obs4,2_3_209,set02/video_0003,4760,4774,4824,50,1.6666666666666667,02:38.7,02:39.1,02:40.8,0,0,1,1,0,0,3,3
set02/video_0003_2_3_209_obs5,2_3_209,set02/video_0003,4770,4784,4824,40,1.3333333333333333,02:39.0,02:39.5,02:40.8,0,0,1,1,0,0,3,3
set02/video_0003_2_3_209_obs6,2_3_209,set02/video_0003,4780,4794,4824,30,1.0,02:39.3,02:39.8,02:40.8,0,0,1,1,0,0,3,3
set02/video_0003_2_3_211_obs0,2_3_211,set02/video_0003,4713,4727,4817,90,3.0,02:37.1,02:37.6,02:40.6,0,0,0,0,0,0,3,3
set02/video_0003_2_3_211_obs1,2_3_211,set02/video_0003,4723,4737,4817,80,2.6666666666666665,02:37.4,02:37.9,02:40.6,0,0,0,0,0,0,3,3
set02/video_0003_2_3_211_obs2,2_3_211,set02/video_0003,4733,4747,4817,70,2.333333333333333,02:37.8,02:38.2,02:40.6,0,0,0,0,0,0,3,3
set02/video_0003_2_3_211_obs3,2_3_211,set02/video_0003,4743,4757,4817,60,2.0,02:38.1,02:38.6,02:40.6,0,0,0,0,0,0,3,3
set02/video_0003_2_3_211_obs4,2_3_211,set02/video_0003,4753,4767,4817,50,1.6666666666666667,02:38.4,02:38.9,02:40.6,0,0,0,0,0,0,3,3
set02/video_0003_2_3_211_obs5,2_3_211,set02/video_0003,4763,4777,4817,40,1.3333333333333333,02:38.8,02:39.2,02:40.6,0,0,0,0,0,0,3,3
set02/video_0003_2_3_211_obs6,2_3_211,set02/video_0003,4773,4787,4817,30,1.0,02:39.1,02:39.6,02:40.6,0,0,0,0,0,0,3,3
set02/video_0003_2_3_212_obs0,2_3_212,set02/video_0003,4726,4740,4820,80,2.6666666666666665,02:37.5,02:38.0,02:40.7,0,0,0,0,0,0,3,3
set02/video_0003_2_3_212_obs1,2_3_212,set02/video_0003,4736,4750,4820,70,2.333333333333333,02:37.9,02:38.3,02:40.7,0,0,0,0,0,0,3,3
set02/video_0003_2_3_212_obs2,2_3_212,set02/video_0003,4746,4760,4820,60,2.0,02:38.2,02:38.7,02:40.7,0,0,0,0,0,0,3,3
set02/video_0003_2_3_212_obs3,2_3_212,set02/video_0003,4756,4770,4820,50,1.6666666666666667,02:38.5,02:39.0,02:40.7,0,0,0,0,0,0,3,3
set02/video_0003_2_3_212_obs4,2_3_212,set02/video_0003,4766,4780,4820,40,1.3333333333333333,02:38.9,02:39.3,02:40.7,0,0,0,0,0,0,3,3
set02/video_0003_2_3_212_obs5,2_3_212,set02/video_0003,4776,4790,4820,30,1.0,02:39.2,02:39.7,02:40.7,0,0,0,0,0,0,3,3
set02/video_0003_2_3_213_obs0,2_3_213,set02/video_0003,2124,2138,2208,70,2.333333333333333,01:10.8,01:11.3,01:13.6,0,0,0,0,0,0,0,3
set02/video_0003_2_3_213_obs1,2_3_213,set02/video_0003,2134,2148,2208,60,2.0,01:11.1,01:11.6,01:13.6,0,0,0,0,0,0,0,3
set02/video_0003_2_3_213_obs2,2_3_213,set02/video_0003,2144,2158,2208,50,1.6666666666666667,01:11.5,01:11.9,01:13.6,0,0,0,0,0,0,0,3
set02/video_0003_2_3_213_obs3,2_3_213,set02/video_0003,2154,2168,2208,40,1.3333333333333333,01:11.8,01:12.3,01:13.6,0,0,0,0,0,0,0,3
set02/video_0003_2_3_213_obs4,2_3_213,set02/video_0003,2164,2178,2208,30,1.0,01:12.1,01:12.6,01:13.6,0,0,0,0,0,0,0,3
set02/video_0003_2_3_214_obs0,2_3_214,set02/video_0003,2117,2131,2211,80,2.6666666666666665,01:10.6,01:11.0,01:13.7,0,0,0,0,0,0,0,3
set02/video_0003_2_3_214_obs1,2_3_214,set02/video_0003,2127,2141,2211,70,2.333333333333333,01:10.9,01:11.4,01:13.7,0,0,0,0,0,0,0,3
set02/video_0003_2_3_214_obs2,2_3_214,set02/video_0003,2137,2151,2211,60,2.0,01:11.2,01:11.7,01:13.7,0,0,0,0,0,0,0,3
set02/video_0003_2_3_214_obs3,2_3_214,set02/video_0003,2147,2161,2211,50,1.6666666666666667,01:11.6,01:12.0,01:13.7,0,0,0,0,0,0,0,3
set02/video_0003_2_3_214_obs4,2_3_214,set02/video_0003,2157,2171,2211,40,1.3333333333333333,01:11.9,01:12.4,01:13.7,0,0,0,0,0,0,0,3
set02/video_0003_2_3_214_obs5,2_3_214,set02/video_0003,2167,2181,2211,30,1.0,01:12.2,01:12.7,01:13.7,0,0,0,0,0,0,0,3
set02/video_0003_2_3_215_obs0,2_3_215,set02/video_0003,2113,2127,2217,90,3.0,01:10.4,01:10.9,01:13.9,0,0,0,0,0,0,0,3
set02/video_0003_2_3_215_obs1,2_3_215,set02/video_0003,2123,2137,2217,80,2.6666666666666665,01:10.8,01:11.2,01:13.9,0,0,0,0,0,0,0,3
set02/video_0003_2_3_215_obs2,2_3_215,set02/video_0003,2133,2147,2217,70,2.333333333333333,01:11.1,01:11.6,01:13.9,0,0,0,0,0,0,0,3
set02/video_0003_2_3_215_obs3,2_3_215,set02/video_0003,2143,2157,2217,60,2.0,01:11.4,01:11.9,01:13.9,0,0,0,0,0,0,0,3
set02/video_0003_2_3_215_obs4,2_3_215,set02/video_0003,2153,2167,2217,50,1.6666666666666667,01:11.8,01:12.2,01:13.9,0,0,0,0,0,0,0,3
set02/video_0003_2_3_215_obs5,2_3_215,set02/video_0003,2163,2177,2217,40,1.3333333333333333,01:12.1,01:12.6,01:13.9,0,0,0,0,0,0,0,3
set02/video_0003_2_3_215_obs6,2_3_215,set02/video_0003,2173,2187,2217,30,1.0,01:12.4,01:12.9,01:13.9,0,0,0,0,0,0,0,3
set02/video_0003_2_3_216_obs0,2_3_216,set02/video_0003,2101,2115,2205,90,3.0,01:10.0,01:10.5,01:13.5,0,0,0,0,0,0,0,3
set02/video_0003_2_3_216_obs1,2_3_216,set02/video_0003,2111,2125,2205,80,2.6666666666666665,01:10.4,01:10.8,01:13.5,0,0,0,0,0,0,0,3
set02/video_0003_2_3_216_obs2,2_3_216,set02/video_0003,2121,2135,2205,70,2.333333333333333,01:10.7,01:11.2,01:13.5,0,0,0,0,0,0,0,3
set02/video_0003_2_3_216_obs3,2_3_216,set02/video_0003,2131,2145,2205,60,2.0,01:11.0,01:11.5,01:13.5,0,0,0,0,0,0,0,3
set02/video_0003_2_3_216_obs4,2_3_216,set02/video_0003,2141,2155,2205,50,1.6666666666666667,01:11.4,01:11.8,01:13.5,0,0,0,0,0,0,0,3
set02/video_0003_2_3_216_obs5,2_3_216,set02/video_0003,2151,2165,2205,40,1.3333333333333333,01:11.7,01:12.2,01:13.5,0,0,0,0,0,0,0,3
set02/video_0003_2_3_216_obs6,2_3_216,set02/video_0003,2161,2175,2205,30,1.0,01:12.0,01:12.5,01:13.5,0,0,0,0,0,0,0,3
set02/video_0003_2_3_217_obs0,2_3_217,set02/video_0003,2115,2129,2219,90,3.0,01:10.5,01:11.0,01:14.0,0,0,0,0,0,0,0,3
set02/video_0003_2_3_217_obs1,2_3_217,set02/video_0003,2125,2139,2219,80,2.6666666666666665,01:10.8,01:11.3,01:14.0,0,0,0,0,0,0,0,3
set02/video_0003_2_3_217_obs2,2_3_217,set02/video_0003,2135,2149,2219,70,2.333333333333333,01:11.2,01:11.6,01:14.0,0,0,0,0,0,0,0,3
set02/video_0003_2_3_217_obs3,2_3_217,set02/video_0003,2145,2159,2219,60,2.0,01:11.5,01:12.0,01:14.0,0,0,0,0,0,0,0,3
set02/video_0003_2_3_217_obs4,2_3_217,set02/video_0003,2155,2169,2219,50,1.6666666666666667,01:11.8,01:12.3,01:14.0,0,0,0,0,0,0,0,3
set02/video_0003_2_3_217_obs5,2_3_217,set02/video_0003,2165,2179,2219,40,1.3333333333333333,01:12.2,01:12.6,01:14.0,0,0,0,0,0,0,0,3
set02/video_0003_2_3_217_obs6,2_3_217,set02/video_0003,2175,2189,2219,30,1.0,01:12.5,01:13.0,01:14.0,0,0,0,0,0,0,0,3
set02/video_0003_2_3_210_obs0,2_3_210,set02/video_0003,3855,3869,3959,90,3.0,02:08.5,02:09.0,02:12.0,0,0,0,0,0,0,4,3
set02/video_0003_2_3_210_obs1,2_3_210,set02/video_0003,3865,3879,3959,80,2.6666666666666665,02:08.8,02:09.3,02:12.0,0,0,0,0,0,0,4,3
set02/video_0003_2_3_210_obs2,2_3_210,set02/video_0003,3875,3889,3959,70,2.333333333333333,02:09.2,02:09.6,02:12.0,0,0,0,0,0,0,4,3
set02/video_0003_2_3_210_obs3,2_3_210,set02/video_0003,3885,3899,3959,60,2.0,02:09.5,02:10.0,02:12.0,0,0,0,0,0,0,4,3
set02/video_0003_2_3_210_obs4,2_3_210,set02/video_0003,3895,3909,3959,50,1.6666666666666667,02:09.8,02:10.3,02:12.0,0,0,0,0,0,0,4,3
set02/video_0003_2_3_210_obs5,2_3_210,set02/video_0003,3905,3919,3959,40,1.3333333333333333,02:10.2,02:10.6,02:12.0,0,0,0,0,0,0,4,3
set02/video_0003_2_3_210_obs6,2_3_210,set02/video_0003,3915,3929,3959,30,1.0,02:10.5,02:11.0,02:12.0,0,0,0,0,0,0,4,3
set02/video_0003_2_3_197_obs0,2_3_197,set02/video_0003,1074,1088,1178,90,3.0,00:35.8,00:36.3,00:39.3,1,1,0,0,1,1,1,3
set02/video_0003_2_3_197_obs1,2_3_197,set02/video_0003,1084,1098,1178,80,2.6666666666666665,00:36.1,00:36.6,00:39.3,1,1,0,0,1,1,1,3
set02/video_0003_2_3_197_obs2,2_3_197,set02/video_0003,1094,1108,1178,70,2.333333333333333,00:36.5,00:36.9,00:39.3,1,1,0,0,1,1,1,3
set02/video_0003_2_3_197_obs3,2_3_197,set02/video_0003,1104,1118,1178,60,2.0,00:36.8,00:37.3,00:39.3,1,1,0,0,1,1,1,3
set02/video_0003_2_3_197_obs4,2_3_197,set02/video_0003,1114,1128,1178,50,1.6666666666666667,00:37.1,00:37.6,00:39.3,1,1,0,0,1,1,1,3
set02/video_0003_2_3_197_obs5,2_3_197,set02/video_0003,1124,1138,1178,40,1.3333333333333333,00:37.5,00:37.9,00:39.3,1,1,0,0,1,1,1,3
set02/video_0003_2_3_197_obs6,2_3_197,set02/video_0003,1134,1148,1178,30,1.0,00:37.8,00:38.3,00:39.3,1,1,0,0,1,1,1,3
set04/video_0001_4_1_1002_obs0,4_1_1002,set04/video_0001,2605,2619,2709,90,3.0,01:26.8,01:27.3,01:30.3,0,0,1,1,0,0,4,3
set04/video_0001_4_1_1002_obs1,4_1_1002,set04/video_0001,2615,2629,2709,80,2.6666666666666665,01:27.2,01:27.6,01:30.3,0,0,1,1,0,0,4,3
set04/video_0001_4_1_1002_obs2,4_1_1002,set04/video_0001,2625,2639,2709,70,2.333333333333333,01:27.5,01:28.0,01:30.3,0,0,1,1,0,0,4,3
set04/video_0001_4_1_1002_obs3,4_1_1002,set04/video_0001,2635,2649,2709,60,2.0,01:27.8,01:28.3,01:30.3,0,0,1,1,0,0,4,3
set04/video_0001_4_1_1002_obs4,4_1_1002,set04/video_0001,2645,2659,2709,50,1.6666666666666667,01:28.2,01:28.6,01:30.3,0,0,1,1,0,0,4,3
set04/video_0001_4_1_1002_obs5,4_1_1002,set04/video_0001,2655,2669,2709,40,1.3333333333333333,01:28.5,01:29.0,01:30.3,0,0,1,1,0,0,4,3
set04/video_0001_4_1_1002_obs6,4_1_1002,set04/video_0001,2665,2679,2709,30,1.0,01:28.8,01:29.3,01:30.3,0,0,1,1,0,0,4,3
set04/video_0001_4_1_1004_obs0,4_1_1004,set04/video_0001,3411,3425,3515,90,3.0,01:53.7,01:54.2,01:57.2,0,0,0,0,0,0,4,3
set04/video_0001_4_1_1004_obs1,4_1_1004,set04/video_0001,3421,3435,3515,80,2.6666666666666665,01:54.0,01:54.5,01:57.2,0,0,0,0,0,0,4,3
set04/video_0001_4_1_1004_obs2,4_1_1004,set04/video_0001,3431,3445,3515,70,2.333333333333333,01:54.4,01:54.8,01:57.2,0,0,0,0,0,0,4,3
set04/video_0001_4_1_1004_obs3,4_1_1004,set04/video_0001,3441,3455,3515,60,2.0,01:54.7,01:55.2,01:57.2,0,0,0,0,0,0,4,3
set04/video_0001_4_1_1004_obs4,4_1_1004,set04/video_0001,3451,3465,3515,50,1.6666666666666667,01:55.0,01:55.5,01:57.2,0,0,0,0,0,0,4,3
set04/video_0001_4_1_1004_obs5,4_1_1004,set04/video_0001,3461,3475,3515,40,1.3333333333333333,01:55.4,01:55.8,01:57.2,0,0,0,0,0,0,4,3
set04/video_0001_4_1_1004_obs6,4_1_1004,set04/video_0001,3471,3485,3515,30,1.0,01:55.7,01:56.2,01:57.2,0,0,0,0,0,0,4,3
set04/video_0001_4_1_1005_obs0,4_1_1005,set04/video_0001,3823,3837,3927,90,3.0,02:07.4,02:07.9,02:10.9,0,0,0,0,0,0,3,3
set04/video_0001_4_1_1005_obs1,4_1_1005,set04/video_0001,3833,3847,3927,80,2.6666666666666665,02:07.8,02:08.2,02:10.9,0,0,0,0,0,0,3,3
set04/video_0001_4_1_1005_obs2,4_1_1005,set04/video_0001,3843,3857,3927,70,2.333333333333333,02:08.1,02:08.6,02:10.9,0,0,0,0,0,0,3,3
set04/video_0001_4_1_1005_obs3,4_1_1005,set04/video_0001,3853,3867,3927,60,2.0,02:08.4,02:08.9,02:10.9,0,0,0,0,0,0,3,3
set04/video_0001_4_1_1005_obs4,4_1_1005,set04/video_0001,3863,3877,3927,50,1.6666666666666667,02:08.8,02:09.2,02:10.9,0,0,0,0,0,0,3,3
set04/video_0001_4_1_1005_obs5,4_1_1005,set04/video_0001,3873,3887,3927,40,1.3333333333333333,02:09.1,02:09.6,02:10.9,0,0,0,0,0,0,3,3
set04/video_0001_4_1_1005_obs6,4_1_1005,set04/video_0001,3883,3897,3927,30,1.0,02:09.4,02:09.9,02:10.9,0,0,0,0,0,0,3,3
set04/video_0001_4_1_1007_obs0,4_1_1007,set04/video_0001,3824,3838,3928,90,3.0,02:07.5,02:07.9,02:10.9,0,0,0,0,0,0,3,3
set04/video_0001_4_1_1007_obs1,4_1_1007,set04/video_0001,3834,3848,3928,80,2.6666666666666665,02:07.8,02:08.3,02:10.9,0,0,0,0,0,0,3,3
